index,expected,prediction,logit_0,logit_1,logit_2,logit_3,logit_4,logit_5,logit_6,logit_7,logit_8,logit_9
182,3,7,-3.47851562,-1.75,-3.07226562,1.71777344,-2.89160156,2.86230469,-6.54492188,3.671875,-1.70898438,0.770507812
183,3,8,0.352539062,-2.59863281,-0.166992188,-1.53515625,-0.766601562,-1.11914062,-1.47070312,-1.38574219,3.47949219,-0.303710938
184,3,3,-1.73144531,-0.69140625,0.0380859375,0.989257812,-0.89453125,0.732421875,-2.08203125,-0.120117188,-0.1953125,0.342773438
185,3,5,-1.91210938,-0.896484375,-0.8359375,0.749023438,-1.21582031,1.39355469,-2.50488281,-1.11914062,0.666992188,0.991210938
186,3,5,-1.56640625,-0.564453125,0.0703125,0.54296875,-0.752929688,0.9375,-1.47070312,-0.0029296875,-0.373046875,-0.03515625
187,3,7,-1.75976562,-1.72949219,-1.05371094,1.47363281,-2.83300781,1.45703125,-5.05566406,2.70117188,-0.990234375,0.7890625
188,3,3,-1.95507812,-0.109375,0.235351562,1.58398438,-1.44335938,0.630859375,-2.09179688,-1.44628906,0.41796875,0.0146484375
189,3,7,-1.84667969,-1.31933594,-0.404296875,1.48632812,-2.95800781,1.328125,-4.60253906,2.53417969,-0.770507812,0.162109375
190,3,3,-2.20019531,-0.325195312,0.6171875,2.20800781,-3.31933594,1.6484375,-3.1796875,-0.69921875,-0.359375,-0.296875
191,3,5,-1.36230469,-2.59277344,-0.966796875,0.594726562,-2.91210938,2.37597656,-2.69238281,-0.874023438,1.38476562,1.25878906
